timestamp,event_type,event_name,state,eeg_value
1764895269.9393225,state_change,PAUSED,PAUSED,0.276
1764895269.9752297,state_change,RUNNING,RUNNING,0.282
1764895270.003551,state_change,PAUSED,PAUSED,0.277
1764895270.0410376,state_change,RUNNING,RUNNING,0.275
1764895270.074955,state_change,PAUSED,PAUSED,0.271
1764895270.1025534,state_change,RUNNING,RUNNING,0.275
1764895270.1254134,state_change,PAUSED,PAUSED,0.284
1764895270.1567955,gesture,GESTURE_THUMBS_UP,RUNNING,0.280
1764895270.1567955,state_change,RUNNING,RUNNING,0.280
1764895270.1953874,state_change,PAUSED,PAUSED,0.273
1764895270.2264528,state_change,RUNNING,RUNNING,0.278
1764895270.259131,state_change,PAUSED,PAUSED,0.286
1764895270.2854593,state_change,RUNNING,RUNNING,0.280
1764895270.313205,state_change,PAUSED,PAUSED,0.283
1764895270.3372724,state_change,RUNNING,RUNNING,0.280
1764895270.3730855,state_change,PAUSED,PAUSED,0.288
1764895270.409004,state_change,RUNNING,RUNNING,0.283
1764895270.4333866,state_change,PAUSED,PAUSED,0.274
1764895270.4609857,gesture,GESTURE_THUMBS_UP,RUNNING,0.279
1764895270.4609857,state_change,RUNNING,RUNNING,0.279
1764895270.5031102,state_change,PAUSED,PAUSED,0.284
1764895270.5370102,state_change,RUNNING,RUNNING,0.289
1764895270.5631797,gesture,GESTURE_OPEN_HAND,PAUSED,0.283
1764895270.5631797,state_change,PAUSED,PAUSED,0.283
1764895270.710667,eeg_state,EEG_NEUTRAL,PAUSED,0.301
1764895270.7412453,eeg_state,EEG_CALM,PAUSED,0.300
1764895270.7752182,eeg_state,EEG_NEUTRAL,PAUSED,0.300
1764895270.809474,eeg_state,EEG_CALM,PAUSED,0.296
1764895270.8359382,eeg_state,EEG_NEUTRAL,PAUSED,0.303
1764895270.9034271,gesture,GESTURE_OPEN_HAND,PAUSED,0.300
1764895270.933747,eeg_state,EEG_CALM,PAUSED,0.300
1764895271.0333743,eeg_state,EEG_NEUTRAL,PAUSED,0.304
1764895271.2132206,gesture,GESTURE_OPEN_HAND,PAUSED,0.299
1764895271.2132206,eeg_state,EEG_CALM,PAUSED,0.299
1764895271.2472928,eeg_state,EEG_NEUTRAL,PAUSED,0.308
1764895271.5164967,gesture,GESTURE_OPEN_HAND,PAUSED,0.323
1764895271.8490694,gesture,GESTURE_OPEN_HAND,PAUSED,0.301
1764895271.886257,eeg_state,EEG_CALM,PAUSED,0.298
1764895272.1659555,gesture,GESTURE_OPEN_HAND,PAUSED,0.278
1764895272.4734926,gesture,GESTURE_OPEN_HAND,PAUSED,0.276
1764895272.7720716,gesture,GESTURE_OPEN_HAND,PAUSED,0.272
1764895273.078174,gesture,GESTURE_OPEN_HAND,PAUSED,0.280
1764895273.2036376,voice,CMD_RESET,IDLE,0.287
1764895273.2036376,state_change,IDLE,IDLE,0.287
1764895273.3626683,eeg_state,EEG_NEUTRAL,IDLE,0.306
1764895273.38579,gesture,GESTURE_OPEN_HAND,IDLE,0.301
1764895273.4293115,eeg_state,EEG_CALM,IDLE,0.292
1764895273.7075224,gesture,GESTURE_OPEN_HAND,IDLE,0.293
1764895273.9948218,eeg_state,EEG_NEUTRAL,IDLE,0.307
1764895274.031723,gesture,GESTURE_OPEN_HAND,IDLE,0.299
1764895274.031723,eeg_state,EEG_CALM,IDLE,0.299
1764895274.0674815,eeg_state,EEG_NEUTRAL,IDLE,0.308
1764895274.1382172,eeg_state,EEG_CALM,IDLE,0.296
1764895274.3125262,gesture,GESTURE_THUMBS_UP,RUNNING,0.277
1764895274.3125262,state_change,RUNNING,RUNNING,0.277
1764895274.404972,gesture,GESTURE_FIST,IDLE,0.303
1764895274.404972,state_change,IDLE,IDLE,0.303
1764895274.404972,eeg_state,EEG_NEUTRAL,IDLE,0.303
1764895274.5647695,eeg_state,EEG_CALM,IDLE,0.291
1764895274.708849,gesture,GESTURE_FIST,IDLE,0.295
1764895274.7471414,gesture,GESTURE_THUMBS_UP,RUNNING,0.288
1764895274.7471414,state_change,RUNNING,RUNNING,0.288
1764895275.1505616,eeg_state,EEG_NEUTRAL,RUNNING,0.307
1764895275.287894,eeg_state,EEG_CALM,RUNNING,0.298
1764895279.5549715,eeg_state,EEG_NEUTRAL,RUNNING,0.300
1764895279.5927107,eeg_state,EEG_CALM,RUNNING,0.295
1764895279.8328078,eeg_state,EEG_NEUTRAL,RUNNING,0.305
1764895279.8791127,eeg_state,EEG_CALM,RUNNING,0.296
1764895280.0747392,eeg_state,EEG_NEUTRAL,RUNNING,0.305
1764895280.3912394,eeg_state,EEG_CALM,RUNNING,0.297
1764895280.42722,eeg_state,EEG_NEUTRAL,RUNNING,0.305
1764895293.4373822,eeg_state,EEG_CALM,RUNNING,0.299
1764895293.4668648,eeg_state,EEG_NEUTRAL,RUNNING,0.305
1764895293.6123812,eeg_state,EEG_CALM,RUNNING,0.299
1764895293.6425521,eeg_state,EEG_NEUTRAL,RUNNING,0.304
1764895293.678531,eeg_state,EEG_CALM,RUNNING,0.297
1764895293.7126443,eeg_state,EEG_NEUTRAL,RUNNING,0.302
1764895293.7428117,eeg_state,EEG_CALM,RUNNING,0.296
1764895294.041611,eeg_state,EEG_NEUTRAL,RUNNING,0.301
1764895294.1100967,eeg_state,EEG_CALM,RUNNING,0.299
1764895294.3524077,eeg_state,EEG_NEUTRAL,RUNNING,0.305
1764895294.4204237,eeg_state,EEG_CALM,RUNNING,0.298
1764895294.544623,eeg_state,EEG_NEUTRAL,RUNNING,0.304
1764895294.6909559,eeg_state,EEG_CALM,RUNNING,0.293
1764895295.6342065,eeg_state,EEG_NEUTRAL,RUNNING,0.301
1764895295.8170106,eeg_state,EEG_CALM,RUNNING,0.295
1764895322.7368596,gesture,GESTURE_OPEN_HAND,IDLE,0.046
1764895322.7368596,state_change,IDLE,IDLE,0.046
1764895322.8573253,gesture,GESTURE_THUMBS_UP,RUNNING,0.036
1764895322.8573253,state_change,RUNNING,RUNNING,0.036
1764895324.3740609,gesture,GESTURE_THUMBS_UP,RUNNING,0.013
1764895324.6789727,gesture,GESTURE_THUMBS_UP,RUNNING,0.018
1764895325.0164654,gesture,GESTURE_THUMBS_UP,RUNNING,0.010
1764895325.8763118,gesture,GESTURE_THUMBS_UP,RUNNING,0.045
1764895326.434066,gesture,GESTURE_THUMBS_UP,RUNNING,0.054
1764895326.7446415,gesture,GESTURE_THUMBS_UP,RUNNING,0.053
1764895328.1290205,gesture,GESTURE_THUMBS_UP,RUNNING,0.068
1764895328.4308043,gesture,GESTURE_THUMBS_UP,RUNNING,0.086
1764895328.7465956,gesture,GESTURE_THUMBS_UP,RUNNING,0.088
1764895329.0738015,gesture,GESTURE_THUMBS_UP,RUNNING,0.096
1764895329.3752515,gesture,GESTURE_THUMBS_UP,RUNNING,0.125
1764895329.6965125,gesture,GESTURE_THUMBS_UP,RUNNING,0.110
1764895330.008409,gesture,GESTURE_THUMBS_UP,RUNNING,0.085
1764895330.32832,gesture,GESTURE_THUMBS_UP,RUNNING,0.088
1764895330.6484919,gesture,GESTURE_THUMBS_UP,RUNNING,0.093
1764895330.9644742,gesture,GESTURE_THUMBS_UP,RUNNING,0.092
1764895331.2948956,gesture,GESTURE_THUMBS_UP,RUNNING,0.063
1764895331.6064372,gesture,GESTURE_THUMBS_UP,RUNNING,0.065
1764895331.942231,gesture,GESTURE_THUMBS_UP,RUNNING,0.087
1764895332.2564552,gesture,GESTURE_THUMBS_UP,RUNNING,0.114
1764895332.58671,gesture,GESTURE_THUMBS_UP,RUNNING,0.123
1764895332.914507,gesture,GESTURE_THUMBS_UP,RUNNING,0.156
1764895333.2425363,gesture,GESTURE_THUMBS_UP,RUNNING,0.153
1764895333.570595,gesture,GESTURE_THUMBS_UP,RUNNING,0.114
1764895339.173744,gesture,GESTURE_THUMBS_UP,RUNNING,0.128
1764895340.237119,gesture,GESTURE_THUMBS_UP,RUNNING,0.129
1764895341.8157535,gesture,GESTURE_THUMBS_UP,RUNNING,0.074
1764895342.114298,gesture,GESTURE_THUMBS_UP,RUNNING,0.084
1764895342.4196832,gesture,GESTURE_THUMBS_UP,RUNNING,0.092
1764895342.728357,gesture,GESTURE_THUMBS_UP,RUNNING,0.067
1764895343.0298107,gesture,GESTURE_THUMBS_UP,RUNNING,0.060
1764895343.3332665,gesture,GESTURE_THUMBS_UP,RUNNING,0.090
1764895343.646396,gesture,GESTURE_THUMBS_UP,RUNNING,0.105
1764895343.981879,gesture,GESTURE_THUMBS_UP,RUNNING,0.074
1764895344.3095202,gesture,GESTURE_THUMBS_UP,RUNNING,0.065
1764895344.6278417,gesture,GESTURE_THUMBS_UP,RUNNING,0.058
1764895344.9405847,gesture,GESTURE_THUMBS_UP,RUNNING,0.052
1764895345.2788649,gesture,GESTURE_THUMBS_UP,RUNNING,0.033
1764895345.5840285,gesture,GESTURE_THUMBS_UP,RUNNING,0.055
1764895345.898011,gesture,GESTURE_THUMBS_UP,RUNNING,0.031
1764895346.2471447,gesture,GESTURE_THUMBS_UP,RUNNING,0.023
1764895346.563745,gesture,GESTURE_THUMBS_UP,RUNNING,0.000
1764895346.8742871,gesture,GESTURE_THUMBS_UP,RUNNING,0.015
1764895347.206189,gesture,GESTURE_THUMBS_UP,RUNNING,0.013
1764895347.5076709,gesture,GESTURE_THUMBS_UP,RUNNING,0.028
1764895347.8145838,gesture,GESTURE_THUMBS_UP,RUNNING,0.011
1764895348.121808,gesture,GESTURE_THUMBS_UP,RUNNING,0.014
1764895348.4538171,gesture,GESTURE_THUMBS_UP,RUNNING,0.001
1764895348.7644408,gesture,GESTURE_THUMBS_UP,RUNNING,0.011
1764895349.0797858,gesture,GESTURE_THUMBS_UP,RUNNING,0.010
1764895349.4138606,gesture,GESTURE_THUMBS_UP,RUNNING,0.028
1764895349.7218742,gesture,GESTURE_THUMBS_UP,RUNNING,0.021
1764895350.0492132,gesture,GESTURE_THUMBS_UP,RUNNING,0.032
1764895350.3745008,gesture,GESTURE_THUMBS_UP,RUNNING,0.043
1764895350.6790748,gesture,GESTURE_THUMBS_UP,RUNNING,0.067
1764895350.9859927,gesture,GESTURE_THUMBS_UP,RUNNING,0.062
1764895351.3112705,gesture,GESTURE_THUMBS_UP,RUNNING,0.028
1764895351.6317048,gesture,GESTURE_THUMBS_UP,RUNNING,0.041
1764895351.9359765,gesture,GESTURE_THUMBS_UP,RUNNING,0.037
1764895352.2679234,gesture,GESTURE_THUMBS_UP,RUNNING,0.033
1764895352.6015885,gesture,GESTURE_THUMBS_UP,RUNNING,0.038
1764895352.908181,gesture,GESTURE_THUMBS_UP,RUNNING,0.016
1764895353.2278259,gesture,GESTURE_THUMBS_UP,RUNNING,0.041
1764895353.5479777,gesture,GESTURE_THUMBS_UP,RUNNING,0.043
1764895353.8779566,gesture,GESTURE_THUMBS_UP,RUNNING,0.072
1764895354.181861,gesture,GESTURE_THUMBS_UP,RUNNING,0.079
